F8WBB6	-0.1374	0.05
A6NIX2	0.1166	0.05
Q86UW7	-0.08312	0.05
M0QZL2	-0.05119	0.05
E5RIP4	-0.1163	0.05
A0A024RBC7	-0.04492	0.05
A2RUL8	-0.1306	0.05
Q5TDH0	-0.05236	0.05
A0A024RB56	-0.1179	0.05
E5RGE8	0.0645	0.05
A0A3B3ISF0	-0.04072	0.05
M0R3B6	-0.05071	0.05
E5RK67	-0.1836	0.05
O15240	0.2223	0.05
P57087	-0.08395	0.05
Q8IWZ6	-0.06147	0.05
A0A0C4DFS6	0.1569	0.05
C9J0Z2	0.1201	0.05
Q52MB2	0.114	0.05
A0A0C4DGA9	0.1217	0.05
P36021	0.06715	0.05
C9JYH8	-0.05796	0.05
A0A6Q8PHI3	-0.08749	0.05
I3L1V9	-0.1648	0.05
G3V3R5	0.08047	0.05
R4GMQ8	-0.09595	0.05
K4DI93	-0.0422	0.05
Q8N428	0.07665	0.05
A0A3B3IS55	-0.05923	0.05
E5RHU7	-0.05952	0.05
G3V2B7	0.06338	0.05
Q8TCU5	0.0941	0.05
Q8IY50	-0.07034	0.05
E9PNJ5	-0.103	0.05
A0A087X077	0.06257	0.05
F2Z391	0.08207	0.05
Q5T3N1	-0.1302	0.05
I6L8A6	-0.05849	0.05
Q96PX6	0.06862	0.05
B1AH62	0.06013	0.05
A0A024R127	0.1347	0.05
A0A087WZL1	0.0649	0.05
A0A1B0GTY3	0.1724	0.05
Q5JS19	0.04544	0.05
O43593	-0.08806	0.05
A0A0A0MS16	0.08704	0.05
Q6ZT12	-0.03093	0.05
O95758	0.04439	0.05
P29371	0.2012	0.05
F6SSA2	0.1415	0.05
Q6NSI4	0.09465	0.05
B8ZZC1	-0.1386	0.05
Q6ZVF9	0.08649	0.05
Q92837	-0.1024	0.05
Q9ULD6	0.05826	0.05
K7ELK5	0.1034	0.05
P49454	-0.1481	0.05
Q9UIQ6	-0.03787	0.05
Q14627	0.202	0.05
P78527	-0.04307	0.05
A0A024R809	-0.1106	0.05
H0Y8R8	-0.03628	0.05
A0A0A0MS59	-0.05266	0.05
Q9Y297	-0.03661	0.05
E9PKZ2	0.1098	0.05
H3BM90	0.07714	0.05
D6RBJ3	-0.07574	0.05
Q13825	-0.05779	0.05
M0R2V7	0.09134	0.05
A0A6Q8PFW6	0.1551	0.05
B4DGE1	-0.0349	0.05
C9JZB1	-0.07485	0.05
I3NI20	-0.05116	0.05
E9PF63	-0.04307	0.05
P20264	0.05867	0.05
P01282	0.142	0.05
F8WC55	-0.1498	0.05
B4DHQ7	0.05375	0.05
A0A024RDV8	-0.06155	0.05
P48745	0.1234	0.05
C9JDT0	0.1148	0.05
Q6MZW2	-0.06953	0.05
B7ZAX5	-0.03998	0.05
A0A1B0GWA9	-0.06116	0.05
O00463	0.0931	0.05
Q9UP38	0.09309	0.05
P30740	-0.09367	0.05
A0A804HLA6	-0.08082	0.05
Q9UKZ4	0.06301	0.05
F5H1U4	0.05868	0.05
P57058	-0.09069	0.05
F2Z340	0.05908	0.05
A0A140VJM3	0.0728	0.05
F5GWJ5	0.08424	0.05
A0A7I2V352	-0.04617	0.05
A8MUI5	0.221	0.05
A8MTZ4	-0.05767	0.05
P48066	-0.1005	0.05
G3V122	0.05116	0.05
A0A3B3ISV6	-0.07358	0.05
A0A1Y0BRN3	-0.04183	0.05
Q9H7S9	-0.1139	0.05
Q69YZ2	-0.1722	0.05
Q8N9I0	-0.2041	0.05
Q8IUE6	0.128	0.05
E9PGC8	-0.07286	0.05
Q5BVD1	0.1798	0.05
A0A024RAV6	-0.09774	0.05
Q7L1I2	-0.04535	0.05
M0R1V9	-0.1427	0.05
J3KNC4	-0.1757	0.05
B7Z3Y4	0.06709	0.05
Q13519	0.1786	0.05
A0A3B3IS74	0.1156	0.05
Q9NUB1	-0.1091	0.05
Q16478	-0.06269	0.05
A0A804HJX8	-0.03861	0.05
Q9NTK1	-0.1982	0.05
Q12988	0.1352	0.05
Q15052	-0.0522	0.05
E5RJR4	0.1112	0.05
A0PJZ3	0.0919	0.05
A0A024RAP7	0.1315	0.05
H0YMD6	-0.08079	0.05
A0A0C4DGX6	0.1357	0.05
A0A7I2RAZ6	-0.03041	0.05
B4DN07	0.1029	0.05
Q96QE2	0.0503	0.05
Q9H6F2	-0.0679	0.05
A0A5F9ZHR2	-0.03231	0.05
Q5UIP0	-0.03496	0.05
K7ER32	0.06258	0.05
A0A804HHS9	-0.0909	0.05
I6L9I8	-0.1921	0.05
A0A3B3IRW8	-0.04772	0.05
B4DFI3	0.05758	0.05
D6RC94	0.1763	0.05
K7EKY9	0.05299	0.05
A0A0C4DG05	-0.04099	0.05
O95156	0.1154	0.05
Q2M3C7	0.08986	0.05
I3L3G4	0.06817	0.05
F8WBJ7	-0.03886	0.05
Q7L985	0.06405	0.05
Q8IXW5	-0.03962	0.05
Q9Y5I4	0.04443	0.05
D3DQZ6	0.04415	0.05
G3V1S3	-0.03568	0.05
G3V5F2	-0.0506	0.05
A0A7P0T938	-0.03886	0.05
H3BQS6	0.0493	0.05
Q9HAT2	-0.04875	0.05
F8VWD7	-0.05049	0.05
A0A494C0P2	-0.03498	0.05
J3QQZ2	-0.06474	0.05
A0A1W2PR01	-0.05965	0.05
C9JQ60	0.05226	0.05
C9J258	0.0364	0.05
D6RAB4	-0.1006	0.05
P78324	-0.04545	0.05
D6R9T9	-0.03027	0.05
Q96E17	0.06311	0.05
Q14593	-0.06449	0.05
B0QYY6	0.03594	0.05
Q6ZUJ4	-0.06576	0.05
Q9UBJ2	-0.06431	0.05
C9JI46	0.04717	0.05
O75553	0.06611	0.05
O00144	0.1216	0.05
D6RDN3	-0.07293	0.05
Q9P232	0.05749	0.05
D6RIE5	0.05505	0.05
C9J9W9	-0.04078	0.05
U3KQ94	-0.06307	0.05
D6RBB6	0.05759	0.05
E5RG74	-0.05989	0.05
M0R0P8	0.07514	0.05
A0A286YFA8	-0.06872	0.05
E9PNH2	-0.04181	0.05
O14863	-0.04444	0.05
U3KPU9	0.04595	0.05
Q9BSC4	-0.03709	0.05
Q96KN1	0.07912	0.05
F5H6I6	-0.02824	0.05
F8WAR2	-0.05055	0.05
A0A024RAX7	0.06356	0.05
H0YH15	-0.03041	0.05
Q6PL43	0.09394	0.05
X6RKL2	-0.03641	0.05
A6NDP7	-0.1492	0.05
A0A075B6P4	-0.02809	0.05
F8WB91	-0.04216	0.05
Q9UBI6	0.06659	0.05
A3KN83	-0.03282	0.05
Q9NR61	-0.1748	0.05
F2Z2D4	-0.1067	0.05
O43610	0.06786	0.05
F8WA18	0.0809	0.05
A0A024QYX2	-0.0607	0.05
C9JT74	-0.1262	0.05
A0A0S2Z4S3	0.04755	0.05
Q5JXC6	-0.05477	0.05
O60763	-0.03522	0.05
Q5JY37	0.07446	0.05
A0A7P0T9K5	-0.06123	0.05
A0A804HJV5	-0.03242	0.05
H0YC24	-0.08244	0.05
A0A5J6DSN8	-0.1973	0.05
A0A0B4J2F5	0.08313	0.05
C9IYS5	-0.06576	0.05
K7ELK3	0.09334	0.05
E9PD12	0.04025	0.05
A0A7U3L5M4	-0.08482	0.05
A0A2U3U055	-0.05958	0.05
H0Y6M8	-0.03691	0.05
P25101	-0.09788	0.05
A0A6I8PIT5	-0.03554	0.05
H7C0Q2	-0.06066	0.05
H0Y2M0	0.06953	0.05
A0A024R6X2	0.05374	0.05
F5GXY9	0.1222	0.05
A0A087WY99	-0.08575	0.05
C9JJM2	-0.04865	0.05
E9PFZ2	0.23	0.05
P12314	0.1881	0.05
Q9P2D3	-0.0288	0.05
A0A6Q8PEY8	-0.07308	0.05
B4DM24	0.04866	0.05
Q8TBE1	0.05931	0.05
J3KTG8	0.04739	0.05
Q6XR72	0.08074	0.05
Q1XH10	-0.07048	0.05
I3L3H0	0.06481	0.05
Q92736	-0.04807	0.05
P49915	-0.03798	0.05
E5RGZ2	-0.03604	0.05
D3DX46	0.07702	0.05
Q04446	-0.05533	0.05
E9PSH6	-0.0817	0.05
U3KQF5	-0.05618	0.05
A0A024R4B2	0.02883	0.05
Q9P003	-0.03666	0.05
A0A494C0H1	-0.117	0.05
A8MZ24	-0.09794	0.05
E9PQH5	-0.02966	0.05
G5E9Z1	0.03726	0.05
A0A087WZV0	-0.03129	0.05
H0YNV6	0.07332	0.05
V9GY64	0.07986	0.05
A0A0J9YWU8	-0.06378	0.05
A0A024R9L9	-0.0373	0.05
Q86X10	-0.02873	0.05
Q5VUC6	-0.04208	0.05
C9J080	0.03498	0.05
F2Z2C8	0.05447	0.05
G3V174	-0.04536	0.05
F8WCE3	-0.04067	0.05
A8K4H7	0.04225	0.05
K7EKM0	0.03232	0.05
J3KS55	-0.04033	0.05
Q7Z5A9	0.06388	0.05
A0A804HHT9	-0.04097	0.05
C9J6F3	-0.0357	0.05
Q9Y4I1	-0.03825	0.05
G3V3H0	-0.06278	0.05
A0A087WW17	-0.05027	0.05
H0YL49	-0.03429	0.05
Q9HCJ6	0.09293	0.05
A0A494BZU1	0.04654	0.05
H0YFK7	0.2089	0.05
A0A1B0GUK8	0.04255	0.05
A0A024RDH4	0.06548	0.05
Q6UX04	-0.05184	0.05
A0A494C1B8	-0.03439	0.05
C9JUW5	-0.08052	0.05
B3KSB8	-0.03198	0.05
A0A087WZX0	-0.07246	0.05
F8VZI9	-0.04711	0.05
O15072	0.08032	0.05
M0QZH9	-0.1577	0.05
A0A024RAJ2	0.04471	0.05
A0A024R7M3	-0.08679	0.05
X1WI26	-0.1182	0.05
Q02535	-0.1218	0.05
H0YNK9	-0.06005	0.05
E5KND5	-0.03233	0.05
B4DEG2	0.09304	0.05
